ID;Data;Localizacao;Tipo de plantio;Preco por tonelada (Dolares/tonelada);Rendimento (kilogramas por hectare);Producao (toneladas);Area plantada (hectares);Valor total da safra (Dolares)
7854;1968;ON;Centeiro, todos;42;1740;36500;21000;1550
7855;1968;ON;Soja;90;2060;245700;119400;22026
7856;1968;ON;Feno domestico;18.1;5520;7253000;1315000;131118
7857;1968;ON;Trigo, tudo;66;2790;414100;148500;27526
7858;1968;ON;Trigo, primavera;67;1800;8100;4500;539
7859;1968;ON;Trigo, inverno restante;66;2820;406000;0;26987
7860;1968;PP;Cevada;37;1945;6553000;3371000;240550
7861;1968;PP;Canola;81;1035;440000;425700;35472
7862;1968;PP;Milho para silagem;8.3;10700;167000;14200;1380
7863;1968;PP;Linhaca;113;805;490200;608000;55475
7864;1968;PP;Graos mistos;37;1995;545000;273500;19936
7865;1968;PP;Aveia;33;1780;3840000;2160000;126580
7866;1968;PP;Ervilhas;87;1255;24000;19100;2099
7867;1968;PP;Centeiro, todos;40;1155;289100;250400;11626
7868;1968;PP;Beterraba Sacarina;19.3;29300;811600;27700;15667
7869;1968;PP;Feno domestico;24.7;2900;5533000;1940000;136590
7870;1968;PP;Trigo, tudo;49;1465;17120000;11679000;836326
7871;1968;PEI;Cevada;49;2975;22900;7700;1116
7872;1968;PEI;Milho para silagem;0;0;0;0;0
7873;1968;PEI;Graos mistos;43;2920;62500;21400;2665
7874;1968;PEI;Aveia;50;2095;61050;29150;3049
7875;1968;PEI;Feno domestico;15.5;4600;308000;67000;4760
7876;1968;PEI;Trigo, tudo;60;2480;2850;1150;172
7877;1968;QU;Cevada;55;2060;17100;8300;944
7878;1968;QU;Feijao;149;1285;450;350;67
7879;1968;QU;Trigo sarraceno;55;1365;8450;6200;466
7880;1968;QU;Milho para grao;53;5295;68300;12900;3627
7881;1968;QU;Milho para silagem;9.7;27520;1021000;37100;9900
7882;1968;QU;Linhaca;122;1030;6500;6300;794
7883;1968;QU;Graos mistos;58;2190;85200;38900;4926
7884;1968;QU;Aveia;54;1625;585400;360600;31504
7885;1968;QU;Ervilhas;130;1275;700;550;91
7886;1968;QU;Centeiro, todos;46;1540;2000;1300;91
7887;1968;QU;Beterraba Sacarina;17.6;40200;184700;4600;3256
7888;1968;QU;Feno domestico;18.1;4420;5490000;1243000;99555
7889;1968;QU;Trigo, tudo;64;1860;22900;12300;1465
7890;1968;SK;Cevada;36;1715;1742000;1016000;62400
7891;1968;SK;Canola;81;1095;226800;206800;18400
7892;1968;SK;Milho para silagem;13.6;652;15000;2300;204
7893;1968;SK;Linhaca;114;725;116800;161000;13340
7894;1968;SK;Graos mistos;40;1720;95900;55800;3854
7895;1968;SK;Semente de mostarda;95;1010;130600;129500;12384
7896;1968;SK;Aveia;32;1565;1141000;728000;36260
7897;1968;SK;Ervilhas;65;2000;800;400;52
7898;1968;SK;Centeiro, todos;40;1055;164900;156000;6630
7899;1968;SK;Centeio, restante do outono;40;1070;142000;0;5712
7900;1968;SK;Centeio, primavera;40;995;22900;23000;918
7901;1968;SK;Semente de girassol;80;300;300;1000;24
7902;1968;SK;Feno domestico;23.7;2620;1179000;450000;27950
7903;1968;SK;Trigo, tudo;49;1315;10125000;7689000;499947
7904;1969;AB;Cevada;28;2150;4267000;1983000;121520
7905;1969;AB;Trigo sarraceno;93;815;3300;4050;306
7906;1969;AB;Canola;102;805;265400;330200;27144
7907;1969;AB;Milho para silagem;0;0;0;0;0
7908;1969;AB;Linhaca;101;880;160000;182000;16128
7909;1969;AB;Graos mistos;30;2125;326600;153800;9920
7910;1969;AB;Semente de mostarda;88;1125;22700;20200;2000
7911;1969;AB;Aveia;34;1965;1511000;769000;51940
7912;1969;AB;Ervilhas;97;1820;9650;5300;935
7913;1969;AB;Centeiro, todos;34;1225;89400;73000;3080
7914;1969;AB;Centeio, restante do outono;34;1185;64000;0;2200
7915;1969;AB;Centeio, primavera;35;1335;25400;19000;880
7916;1969;AB;Beterraba Sacarina;20.3;33300;523100;15700;10644
7917;1969;AB;Semente de girassol;0;0;0;0;0
7918;1969;AB;Feno domestico;24.5;3100;3629000;1170000;89000
7919;1969;AB;Trigo, tudo;43;1775;3810000;2144000;163800
7920;1969;BC;Cevada;33;1675;115400;68800;3816
7921;1969;BC;Canola;103;675;2700;4000;278
7922;1969;BC;Milho para silagem;10.4;42440;191000;4500;1983
7923;1969;BC;Linhaca;104;715;250;350;26
7924;1969;BC;Graos mistos;52;2490;6100;2450;315
7925;1969;BC;Aveia;32;1855;57100;30800;1813
7926;1969;BC;Ervilhas;65;1650;1650;1000;108
7927;1969;BC;Centeiro, todos;36;2500;2500;1000;89
7928;1969;BC;Feno domestico;30.3;6050;1089000;180000;33000
7929;1969;BC;Trigo, tudo;44;1525;92500;60700;4080
7930;1969;CA;Cevada;31;2135;8082800;3787950;247244
7931;1969;CA;Feijao;154;1460;53100;36400;8200
7932;1969;CA;Trigo sarraceno;70;915;37350;40900;2605
7933;1969;CA;Canola;101;930;760300;818200;76772
7934;1969;CA;Milho para grao;52;4720;1883200;399100;97262
7935;1969;CA;Milho para silagem;7.3;27700;7780000;280600;56854
7936;1969;CA;Linhaca;101;750;712400;947350;72042
7937;1969;CA;Graos mistos;40;2525;1792550;709350;71376
7938;1969;CA;Semente de mostarda;79;1085;117000;108000;9250
7939;1969;CA;Aveia;38;1855;5473100;2952900;208202
7940;1969;CA;Ervilhas;79;1180;34650;29400;2733
7941;1969;CA;Centeiro, todos;35;1120;385700;343700;13511
7942;1969;CA;Centeio, restante do outono;35;1115;342300;0;12029
7943;1969;CA;Centeio, primavera;34;1200;43400;36200;1482
7944;1969;CA;Soja;89;1600;208600;130300;18624
7945;1969;CA;Beterraba Sacarina;19.4;30500;978100;32100;18970
7946;1969;CA;Semente de girassol;121;795;15400;19400;1870
7947;1969;CA;Feno domestico;20.2;4500;22316000;4908000;450977
7948;1969;CA;Trigo, tudo;47;1810;18267950;10101600;852385
7949;1969;MA;Cevada;32;1880;914000;486000;28980
7950;1969;MA;Trigo sarraceno;80;700;14150;20200;1138
7951;1969;MA;Canola;106;1000;79400;79300;8400
7952;1969;MA;Milho para grao;54;2085;2500;1200;135
7953;1969;MA;Milho para silagem;7.7;15270;142000;9300;1099
7954;1969;MA;Linhaca;101;580;259100;445000;26214
7955;1969;MA;Graos mistos;31;1885;144900;76900;4544
7956;1969;MA;Semente de mostarda;75;905;13600;15000;1020
7957;1969;MA;Aveia;35;1720;1064000;619000;37260
7958;1969;MA;Ervilhas;69;970;20400;21000;1402
7959;1969;MA;Centeiro, todos;34;1140;75500;66200;2573
7960;1969;MA;Centeio, restante do outono;34;1140;74000;0;2523
7961;1969;MA;Centeio, primavera;33;1250;1500;1200;50
7962;1969;MA;Beterraba Sacarina;19.1;24700;311300;12600;5937
7963;1969;MA;Semente de girassol;121;795;15400;19400;1870
7964;1969;MA;Feno domestico;18.2;4310;1724000;400000;31350
7965;1969;MA;Trigo, tudo;46;1720;1742000;1012000;79360
7966;1969;MP;Cevada;48;2635;47800;18150;2288
7967;1969;MP;Graos mistos;41;2860;91850;32100;3785
7968;1969;MP;Aveia;48;1975;120600;61100;5802
7969;1969;MP;Feno domestico;18.9;4200;917000;218000;17334
7970;1969;MP;Trigo, tudo;55;2520;12850;5100;702
7971;1969;NB;Cevada;49;2200;8900;4050;438
7972;1969;NB;Trigo sarraceno;50;1780;1600;900;80
7973;1969;NB;Milho para silagem;0;0;0;0;0
7974;1969;NB;Graos mistos;43;2465;8500;3450;363
7975;1969;NB;Aveia;47;1750;46000;26300;2178
7976;1969;NB;Feno domestico;20.4;4020;330000;82000;6734
7977;1969;NB;Trigo, tudo;53;2205;4300;1950;229
7978;1969;NS;Cevada;53;2530;9100;3600;480
7979;1969;NS;Milho para silagem;0;0;0;0;0
7980;1969;NS;Graos mistos;47;2610;11350;4350;529
7981;1969;NS;Aveia;55;1980;16850;8500;928
7982;1969;NS;Centeiro, todos;0;0;0;0;0
7983;1969;NS;Feno domestico;19.8;4160;316000;76000;6264
7984;1969;NS;Trigo, tudo;55;2910;4950;1700;272
7985;1969;ON;Cevada;48;2690;342900;127500;16380
7986;1969;ON;Feijao;154;1460;52600;36000;8119
7987;1969;ON;Trigo sarraceno;56;1320;7250;5500;408
7988;1969;ON;Milho para grao;52;4720;1784000;378000;91986
7989;1969;ON;Milho para silagem;6.8;28420;6337000;223000;43097
7990;1969;ON;Linhaca;106;960;1150;1200;122
7991;1969;ON;Graos mistos;43;2950;1021000;346000;44016
7992;1969;ON;Aveia;49;2010;651400;323700;31680
7993;1969;ON;Ervilhas;109;1050;1050;1000;114
7994;1969;ON;Centeiro, todos;45;1640;39900;24300;1776
7995;1969;ON;Soja;89;1600;208600;130300;18624
7996;1969;ON;Feno domestico;18.2;6140;7830000;1275000;142412
7997;1969;ON;Trigo, tudo;63;2650;396600;149800;25206
7998;1969;ON;Trigo, primavera;63;1735;6600;3800;419
7999;1969;ON;Trigo, inverno restante;64;2670;390000;0;24787
8000;1969;PP;Cevada;30;2120;7554000;3562000;223530
8001;1969;PP;Canola;101;930;757600;814200;76494
8002;1969;PP;Milho para silagem;7.7;12600;160000;11300;1239
8003;1969;PP;Linhaca;101;750;706100;939000;71383
8004;1969;PP;Graos mistos;31;2055;585800;285300;18272
8005;1969;PP;Aveia;35;1880;4133000;2197000;142730
8006;1969;PP;Ervilhas;77;1155;31250;27000;2421
8007;1969;PP;Centeiro, todos;34;1075;341400;317200;11560
8008;1969;PP;Beterraba Sacarina;19.9;29500;834400;28300;16581
8009;1969;PP;Feno domestico;22.6;3300;6868000;2060000;155420
8010;1969;PP;Trigo, tudo;46;1795;17745000;9874000;821080
8011;1969;PEI;Cevada;46;2840;29800;10500;1370
8012;1969;PEI;Milho para silagem;0;0;0;0;0
8013;1969;PEI;Graos mistos;40;2965;72000;24300;2893
8014;1969;PEI;Aveia;47;2195;57750;26300;2696
8015;1969;PEI;Feno domestico;16;4520;271000;60000;4336
8016;1969;PEI;Trigo, tudo;56;2485;3600;1450;201
8017;1969;QU;Cevada;54;1975;22700;11500;1230
8018;1969;QU;Feijao;162;1250;500;400;81
8019;1969;QU;Trigo sarraceno;56;1185;7350;6200;408
8020;1969;QU;Milho para grao;53;4860;96700;19900;5141
8021;1969;QU;Milho para silagem;9.6;26120;1092000;41800;10535
8022;1969;QU;Linhaca;104;720;4900;6800;511
8023;1969;QU;Graos mistos;57;2020;87800;43500;4988
8024;1969;QU;Aveia;51;1500;511000;340300;26177
8025;1969;QU;Ervilhas;129;1750;700;400;90
8026;1969;QU;Centeiro, todos;45;1585;1900;1200;86
8027;1969;QU;Beterraba Sacarina;16.6;37800;143700;3800;2389
8028;1969;QU;Feno domestico;18.3;4780;5612000;1175000;102811
8029;1969;QU;Trigo, tudo;63;1750;21000;12000;1317
8030;1969;SK;Cevada;31;2170;2373000;1093000;73030
8031;1969;SK;Trigo sarraceno;72;915;3700;4050;265
8032;1969;SK;Canola;99;1020;412800;404700;40950
8033;1969;SK;Milho para silagem;7.8;900;18000;2000;140
8034;1969;SK;Linhaca;101;920;287000;312000;29041
8035;1969;SK;Graos mistos;33;2095;114300;54600;3808
8036;1969;SK;Semente de mostarda;77;1110;80700;72800;6230
8037;1969;SK;Aveia;34;1925;1558000;809000;53530
8038;1969;SK;Ervilhas;70;1715;1200;700;84
8039;1969;SK;Centeiro, todos;33;990;176500;178000;5907
8040;1969;SK;Centeio, restante do outono;33;990;160000;0;5355
8041;1969;SK;Centeio, primavera;33;1030;16500;16000;552
8042;1969;SK;Semente de girassol;0;0;0;0;0
8043;1969;SK;Feno domestico;23.1;3090;1515000;490000;35070
8044;1969;SK;Trigo, tudo;47;1815;12193000;6718000;577920
8045;1970;AB;Cevada;32;2260;4115000;1821000;130410
8046;1970;AB;Trigo sarraceno;66;970;7850;8100;522
8047;1970;AB;Canola;101;985;578300;586800;58650
8048;1970;AB;Milho para silagem;0;0;0;0;0
8049;1970;AB;Linhaca;88;1025;269300;263000;23744
8050;1970;AB;Graos mistos;34;2355;428600;182100;14700
8051;1970;AB;Semente de mostarda;99;990;22100;22300;2192
8052;1970;AB;Aveia;36;2175;1804000;1053000;64350
8053;1970;AB;Ervilhas;98;1635;11950;7300;1166
8054;1970;AB;Centeiro, todos;36;1455;132200;91000;4784
8055;1970;AB;Centeio, restante do outono;36;1480;117000;0;4232
8056;1970;AB;Centeio, primavera;36;1265;15200;12000;552
8057;1970;AB;Beterraba Sacarina;18.2;31900;474900;14900;8648
8058;1970;AB;Semente de girassol;75;650;650;1000;49
8059;1970;AB;Feno domestico;22;4080;5625000;1380000;124000
8060;1970;AB;Trigo, tudo;50;1860;1959000;1052000;97200
8061;1970;BC;Cevada;38;1795;130600;72800;4980
8062;1970;BC;Canola;101;940;9100;9700;920
8063;1970;BC;Milho para silagem;10.4;42040;206000;4900;2145
8064;1970;BC;Linhaca;90;1000;100;100;9
8065;1970;BC;Graos mistos;53;2395;6350;2650;335
8066;1970;BC;Aveia;38;1905;46300;24300;1740
8067;1970;BC;Ervilhas;62;1320;1450;1100;90
8068;1970;BC;Centeiro, todos;35;2375;1900;800;67
8069;1970;BC;Feno domestico;30;5840;1179000;202000;35425
8070;1970;BC;Trigo, tudo;49;1700;51700;30400;2508
8071;1970;CA;Cevada;35;2220;8889250;4003250;307415
8072;1970;CA;Feijao;209;1520;50550;33250;10589
8073;1970;CA;Trigo sarraceno;62;1000;62000;62000;3873
8074;1970;CA;Canola;103;1000;1646500;1648700;169099
8075;1970;CA;Milho para grao;54;5280;2633800;499000;142297
8076;1970;CA;Milho para silagem;7.3;30300;8910000;294100;65289
8077;1970;CA;Linhaca;87;910;1218400;1340400;105963
8078;1970;CA;Graos mistos;41;2555;2026200;792600;83286
8079;1970;CA;Semente de mostarda;83;1050;85200;81000;7095
8080;1970;CA;Aveia;39;1955;5444300;3289000;211438
8081;1970;CA;Ervilhas;78;1265;44050;34800;3427
8082;1970;CA;Centeiro, todos;35;1425;479800;336700;16879
8083;1970;CA;Centeio, restante do outono;35;1440;448400;0;15778
8084;1970;CA;Centeio, primavera;35;1265;31400;24800;1101
8085;1970;CA;Soja;102;2085;282600;135600;28870
8086;1970;CA;Beterraba Sacarina;17.8;29900;831800;27800;14789
8087;1970;CA;Semente de girassol;134;880;25150;28500;3367
8088;1970;CA;Feno domestico;21;4700;24455000;5258000;512731
8089;1970;CA;Trigo, tudo;53;1785;9023050;5053000;476614
8090;1970;MA;Cevada;34;1830;1110000;607000;37740
8091;1970;MA;Trigo sarraceno;64;940;30500;32400;1960
8092;1970;MA;Canola;102;1010;163300;161900;16704
8093;1970;MA;Milho para grao;58;2570;3600;1400;210
8094;1970;MA;Milho para silagem;7.7;13460;109000;8100;840
8095;1970;MA;Linhaca;87;655;292100;445000;25530
8096;1970;MA;Graos mistos;35;1855;187800;101200;6532
8097;1970;MA;Semente de mostarda;81;940;9500;10100;766
8098;1970;MA;Aveia;37;1600;817000;546800;30210
8099;1970;MA;Ervilhas;68;1140;27750;24300;1897
8100;1970;MA;Centeiro, todos;34;1365;72000;52800;2469
8101;1970;MA;Centeio, restante do outono;34;1365;71000;0;2436
8102;1970;MA;Centeio, primavera;33;1250;1000;800;33
8103;1970;MA;Beterraba Sacarina;18.9;21100;196100;9300;3700
8104;1970;MA;Semente de girassol;138;895;23600;26300;3250
8105;1970;MA;Feno domestico;16.5;4300;2023000;470000;33450
8106;1970;MA;Trigo, tudo;52;1465;830000;567000;43310
8107;1970;MP;Cevada;51;2075;39750;19150;2023
8108;1970;MP;Graos mistos;46;2235;75150;33650;3429
8109;1970;MP;Aveia;51;1630;87800;53800;4452
8110;1970;MP;Feno domestico;20;4200;843000;199000;16864
8111;1970;MP;Trigo, tudo;55;2595;15050;5800;833
8112;1970;NB;Cevada;51;2045;7150;3500;367
8113;1970;NB;Trigo sarraceno;52;1815;1450;800;76
8114;1970;NB;Milho para silagem;0;0;0;0;0
8115;1970;NB;Graos mistos;44;2010;8150;4050;360
8116;1970;NB;Aveia;48;1505;35250;23450;1691
8117;1970;NB;Feno domestico;21;4280;308000;72000;6460
8118;1970;NB;Trigo, tudo;53;2160;3350;1550;177
8119;1970;NS;Cevada;56;2340;8300;3550;462
8120;1970;NS;Milho para silagem;0;0;0;0;0
8121;1970;NS;Graos mistos;47;2405;8900;3700;420
8122;1970;NS;Aveia;55;1755;13500;7700;736
8123;1970;NS;Centeiro, todos;0;0;0;0;0
8124;1970;NS;Feno domestico;21.5;4090;286000;70000;6142
8125;1970;NS;Trigo, tudo;56;3190;6700;2100;378
8126;1970;ON;Cevada;50;2785;377800;135600;18741
8127;1970;ON;Feijao;210;1525;50000;32800;10501
8128;1970;ON;Trigo sarraceno;57;1315;5250;4000;300
8129;1970;ON;Milho para grao;54;5340;2429000;455000;130050
8130;1970;ON;Milho para silagem;6.8;31120;7250000;233000;49231
8131;1970;ON;Linhaca;106;1065;850;800;90
8132;1970;ON;Graos mistos;44;3055;1088500;356100;47995
8133;1970;ON;Aveia;51;2220;601400;271100;30415
8134;1970;ON;Ervilhas;107;1190;950;800;102
8135;1970;ON;Centeiro, todos;40;1755;44100;25100;1753
8136;1970;ON;Soja;102;2085;282600;135600;28870
8137;1970;ON;Feno domestico;19;5720;6940000;1214000;131962
8138;1970;ON;Trigo, tudo;63;2920;431300;147600;26952
8139;1970;ON;Trigo, primavera;63;2030;7300;3600;459
8140;1970;ON;Trigo, inverno restante;62;2945;424000;0;26493
8141;1970;PP;Cevada;34;2210;8317000;3763000;280330
8142;1970;PP;Canola;103;1000;1637400;1639000;168179
8143;1970;PP;Milho para silagem;7.7;11200;120000;9700;924
8144;1970;PP;Linhaca;87;910;1214200;1335000;105557
8145;1970;PP;Graos mistos;35;2175;769500;354100;26557
8146;1970;PP;Aveia;35;2005;4271000;2632600;151270
8147;1970;PP;Ervilhas;77;1265;41200;32600;3175
8148;1970;PP;Centeiro, todos;35;1395;432400;309800;14993
8149;1970;PP;Beterraba Sacarina;18.4;27700;671000;24200;12348
8150;1970;PP;Feno domestico;21;4100;10188000;2500000;213450
8151;1970;PP;Trigo, tudo;52;1750;8504000;4857000;445010
8152;1970;PEI;Cevada;49;2010;24300;12100;1194
8153;1970;PEI;Milho para silagem;0;0;0;0;0
8154;1970;PEI;Graos mistos;46;2245;58100;25900;2649
8155;1970;PEI;Aveia;52;1725;39050;22650;2025
8156;1970;PEI;Feno domestico;17.1;4370;249000;57000;4262
8157;1970;PEI;Trigo, tudo;56;2325;5000;2150;278
8158;1970;QU;Cevada;56;1900;24100;12700;1341
8159;1970;QU;Feijao;160;1220;550;450;88
8160;1970;QU;Trigo sarraceno;57;1165;7700;6600;441
8161;1970;QU;Milho para grao;60;4725;201200;42600;12037
8162;1970;QU;Milho para silagem;9.7;28690;1334000;46500;12989
8163;1970;QU;Linhaca;94;720;3250;4500;307
8164;1970;QU;Graos mistos;57;1880;86700;46100;4970
8165;1970;QU;Aveia;54;1425;437800;307200;23561
8166;1970;QU;Ervilhas;133;1500;450;300;60
8167;1970;QU;Centeiro, todos;47;1400;1400;1000;66
8168;1970;QU;Beterraba Sacarina;15.2;44700;160800;3600;2441
8169;1970;QU;Feno domestico;21.7;4640;5305000;1143000;115030
8170;1970;QU;Trigo, tudo;62;1720;21000;12200;1311
8171;1970;SK;Cevada;36;2315;3092000;1335000;112180
8172;1970;SK;Trigo sarraceno;62;915;9250;10100;574
8173;1970;SK;Canola;104;1005;895800;890300;92825
8174;1970;SK;Milho para silagem;7.6;688;11000;1600;84
8175;1970;SK;Linhaca;86;1040;652800;627000;56283
8176;1970;SK;Graos mistos;35;2160;153100;70800;5325
8177;1970;SK;Semente de mostarda;77;1105;53600;48600;4137
8178;1970;SK;Aveia;34;2090;1650000;1032800;56710
8179;1970;SK;Ervilhas;75;1500;1500;1000;112
8180;1970;SK;Centeiro, todos;34;1375;228200;166000;7740
8181;1970;SK;Centeio, restante do outono;34;1385;213000;0;7224
8182;1970;SK;Centeio, primavera;34;1265;15200;12000;516
8183;1970;SK;Semente de girassol;76;750;900;1200;68
8184;1970;SK;Feno domestico;22;3910;2540000;650000;56000
8185;1970;SK;Trigo, tudo;53;1765;5715000;3238000;304500
8186;1971;AB;Cevada;31;2120;4877000;2302000;150080
8187;1971;AB;Trigo sarraceno;66;760;2850;3750;188
8188;1971;AB;Canola;97;900;725700;804500;70080
8189;1971;AB;Milho para silagem;0;0;0;0;0
8190;1971;AB;Linhaca;88;810;88900;110000;7840
8191;1971;AB;Graos mistos;35;2165;367400;169600;12780
8192;1971;AB;Semente de mostarda;75;845;15000;17800;1122
8193;1971;AB;Aveia;32;1970;1558000;989400;50500
8194;1971;AB;Ervilhas;96;1650;11700;7100;1118
8195;1971;AB;Centeiro, todos;32;1505;152200;101000;4920
8196;1971;AB;Centeio, restante do outono;32;1550;141000;0;4559
8197;1971;AB;Centeio, primavera;32;1120;11200;10000;361
8198;1971;AB;Beterraba Sacarina;21.1;36500;620800;17000;13097
8199;1971;AB;Semente de girassol;99;565;3100;5500;306
8200;1971;AB;Feno domestico;23.7;3740;4491000;1200000;106425
8201;1971;AB;Trigo, tudo;48;1780;2477000;1393000;118300
8202;1971;BC;Cevada;34;2030;160900;79300;5542
8203;1971;BC;Canola;97;795;11300;14200;1095
8204;1971;BC;Milho para silagem;10.4;39620;210000;5300;2194
8205;1971;BC;Linhaca;70;1000;100;100;7
8206;1971;BC;Graos mistos;57;2560;7300;2850;415
8207;1971;BC;Aveia;32;2200;79900;36300;2590
8208;1971;BC;Ervilhas;62;2350;2350;1000;146
8209;1971;BC;Centeiro, todos;33;2335;1400;600;46
8210;1971;BC;Feno domestico;30;6800;1415000;208000;42510
8211;1971;BC;Trigo, tudo;46;2045;90200;44100;4176
8212;1971;CA;Cevada;32;2315;13099250;5657500;412641
8213;1971;CA;Feijao;232;1730;79250;45800;18362
8214;1971;CA;Trigo sarraceno;67;1100;54450;49600;3630
8215;1971;CA;Canola;95;1000;2165900;2161400;206625
8216;1971;CA;Milho para grao;46;5165;2941500;569700;136718
8217;1971;CA;Milho para silagem;7.6;31000;9724000;313000;73759
8218;1971;CA;Linhaca;87;795;568800;715350;49287
8219;1971;CA;Graos mistos;40;2625;2183700;831600;86365
8220;1971;CA;Semente de mostarda;72;1010;84200;83500;6055
8221;1971;CA;Aveia;37;2030;5640550;3183550;208460
8222;1971;CA;Ervilhas;73;1610;52500;32650;3838
8223;1971;CA;Centeiro, todos;32;1440;556600;386400;17714
8224;1971;CA;Centeio, restante do outono;32;1460;533400;0;16979
8225;1971;CA;Centeio, primavera;32;1125;23200;20600;735
8226;1971;CA;Soja;109;1885;279800;148500;30432
8227;1971;CA;Beterraba Sacarina;20.1;33600;1103100;32800;22215
8228;1971;CA;Semente de girassol;120;790;76700;96900;9238
8229;1971;CA;Feno domestico;22.1;4500;21948000;4885000;483998
8230;1971;CA;Trigo, tudo;50;1835;14411900;7852050;717322
8231;1971;MA;Cevada;32;2465;2047000;830000;65800
8232;1971;MA;Trigo sarraceno;69;1075;34850;32400;2400
8233;1971;MA;Canola;95;1160;272200;235100;25800
8234;1971;MA;Milho para grao;49;3025;11200;3700;550
8235;1971;MA;Milho para silagem;7.7;16410;64000;3900;490
8236;1971;MA;Linhaca;86;655;149900;229000;12862
8237;1971;MA;Graos mistos;32;2400;275600;114900;8775
8238;1971;MA;Semente de mostarda;84;880;3700;4200;312
8239;1971;MA;Aveia;34;2075;1172000;594500;40280
8240;1971;MA;Ervilhas;64;1595;32650;20500;2100
8241;1971;MA;Centeiro, todos;29;1625;83800;51600;2460
8242;1971;MA;Centeio, restante do outono;29;1625;83000;0;2438
8243;1971;MA;Centeio, primavera;28;1335;800;600;22
8244;1971;MA;Beterraba Sacarina;21;26300;329300;12500;6926
8245;1971;MA;Semente de girassol;135;840;52700;62700;7091
8246;1971;MA;Feno domestico;18.2;4330;1905000;440000;34650
8247;1971;MA;Trigo, tudo;50;1975;2014000;1019000;101380
8248;1971;MP;Cevada;51;2070;40550;19600;2058
8249;1971;MP;Graos mistos;44;2360;84900;35950;3774
8250;1971;MP;Aveia;50;1760;84850;48250;4275
8251;1971;MP;Feno domestico;19.1;4700;848000;180000;16239
8252;1971;MP;Trigo, tudo;56;2490;17800;7150;995
8253;1971;NB;Cevada;50;2115;6550;3100;330
8254;1971;NB;Trigo sarraceno;50;1800;1350;750;68
8255;1971;NB;Milho para silagem;0;0;0;0;0
8256;1971;NB;Graos mistos;44;2320;8350;3600;369
8257;1971;NB;Aveia;49;1720;35600;20700;1732
8258;1971;NB;Feno domestico;20;4520;298000;66000;5970
8259;1971;NB;Trigo, tudo;53;2360;5900;2500;313
8260;1971;NS;Cevada;57;2030;7100;3500;405
8261;1971;NS;Milho para silagem;0;0;0;0;0
8262;1971;NS;Graos mistos;48;2160;7450;3450;359
8263;1971;NS;Aveia;55;1585;11400;7200;628
8264;1971;NS;Centeiro, todos;0;0;0;0;0
8265;1971;NS;Feno domestico;20.4;4940;306000;62000;6234
8266;1971;NS;Trigo, tudo;59;2550;5100;2000;299
8267;1971;ON;Cevada;46;2905;453400;156200;21033
8268;1971;ON;Feijao;232;1735;78700;45300;18265
8269;1971;ON;Trigo sarraceno;58;1315;5250;4000;304
8270;1971;ON;Milho para grao;45;5085;2599000;511000;117648
8271;1971;ON;Milho para silagem;7.2;31340;7836000;250000;56320
8272;1971;ON;Linhaca;98;1090;600;550;59
8273;1971;ON;Graos mistos;42;3070;1153500;375500;48036
8274;1971;ON;Aveia;50;2195;577200;263000;28817
8275;1971;ON;Ervilhas;104;1250;750;600;78
8276;1971;ON;Centeiro, todos;38;1695;32900;19400;1244
8277;1971;ON;Soja;109;1885;279800;148500;30432
8278;1971;ON;Feno domestico;18.7;5440;5953000;1095000;111554
8279;1971;ON;Trigo, tudo;63;2740;394800;144000;24943
8280;1971;ON;Trigo, primavera;63;1965;11800;6000;743
8281;1971;ON;Trigo, inverno restante;63;2775;383000;0;24200
8282;1971;PP;Cevada;31;2305;12411000;5387000;382200
8283;1971;PP;Canola;95;1005;2154600;2147200;205530
8284;1971;PP;Milho para silagem;7.7;13600;71000;4700;546
8285;1971;PP;Linhaca;87;795;566500;713000;49082
8286;1971;PP;Graos mistos;34;2260;830800;367500;27995
8287;1971;PP;Aveia;33;2065;4442000;2554700;148500
8288;1971;PP;Ervilhas;73;1590;49000;30800;3558
8289;1971;PP;Centeiro, todos;31;1425;521200;365600;16372
8290;1971;PP;Beterraba Sacarina;21.1;32200;950100;29500;20023
8291;1971;PP;Feno domestico;22.3;3800;8664000;2310000;193575
8292;1971;PP;Trigo, tudo;49;1815;13880000;7641000;685430
8293;1971;PEI;Cevada;49;2070;26900;13000;1323
8294;1971;PEI;Milho para silagem;0;0;0;0;0
8295;1971;PEI;Graos mistos;44;2390;69100;28900;3046
8296;1971;PEI;Aveia;51;1860;37850;20350;1915
8297;1971;PEI;Feno domestico;16.5;4690;244000;52000;4035
8298;1971;PEI;Trigo, tudo;56;2565;6800;2650;383
8299;1971;QU;Cevada;54;2170;33400;15400;1808
8300;1971;QU;Feijao;176;1100;550;500;97
8301;1971;QU;Trigo sarraceno;57;1450;5800;4000;330
8302;1971;QU;Milho para grao;56;6025;331300;55000;18520
8303;1971;QU;Milho para silagem;9.1;30320;1607000;53000;14699
8304;1971;QU;Linhaca;87;940;1600;1700;139
8305;1971;QU;Graos mistos;57;2155;107200;49800;6145
8306;1971;QU;Aveia;53;1625;456600;281300;24278
8307;1971;QU;Ervilhas;140;1600;400;250;56
8308;1971;QU;Centeiro, todos;47;1375;1100;800;52
8309;1971;QU;Beterraba Sacarina;14.3;46400;153000;3300;2192
8310;1971;QU;Feno domestico;23.7;4640;5068000;1092000;120120
